order_id,order_date,customer_id,staff_id,order_status,required_date,customer_id_1,customer_first_name,customer_last_name,customer_phone,customer_email,customer_street,customer_city,customer_state,customer_zip_code,product_id,quantity,list_price,discount,product_name,brand_id,category_id,model_year,category_name,brand_name,staff_first_name,staff_last_name,manager_id
10,2016-01-05,442,6,4,2016-01-06,442,Alane,Munoz,(914) 706-7576,alane.munoz@gmail.com,8 Strawberry Dr. ,Yonkers,NY,10701,14,1,269.99,0.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Cruisers Bicycles,Electra,Marcelene,Boyer,5
11,2016-01-05,1326,7,4,2016-01-08,1326,Tarra,Guerrero,NULL,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,8,1,1799.99,0.05,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Venita,Daniel,5
11,2016-01-05,1326,7,4,2016-01-08,1326,Tarra,Guerrero,NULL,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,22,2,269.99,0.1,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Children Bicycles,Electra,Venita,Daniel,5
11,2016-01-05,1326,7,4,2016-01-08,1326,Tarra,Guerrero,NULL,tarra.guerrero@aol.com,10 Baker St. ,Auburn,NY,13021,16,2,599.99,0.2,Electra Townie Original 7D EQ - 2016,1,3,2016,Cruisers Bicycles,Electra,Venita,Daniel,5
12,2016-01-06,91,2,4,2016-01-08,91,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,4,2,2899.99,0.1,Trek Fuel EX 8 29 - 2016,9,6,2016,Mountain Bikes,Trek,Mireya,Copeland,1
12,2016-01-06,91,2,4,2016-01-08,91,Marvin,Mullins,(619) 635-2027,marvin.mullins@aol.com,7489 Redwood Drive ,San Diego,CA,92111,11,1,1680.99,0.05,Surly Straggler 650b - 2016,8,4,2016,Cyclocross Bicycles,Surly,Mireya,Copeland,1
13,2016-01-08,873,6,4,2016-01-11,873,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,13,1,269.99,0.1,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Cruisers Bicycles,Electra,Marcelene,Boyer,5
13,2016-01-08,873,6,4,2016-01-11,873,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,17,2,429.0,0.05,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Marcelene,Boyer,5
13,2016-01-08,873,6,4,2016-01-11,873,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,20,2,599.99,0.1,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Cruisers Bicycles,Electra,Marcelene,Boyer,5
13,2016-01-08,873,6,4,2016-01-11,873,Patience,Clayton,NULL,patience.clayton@hotmail.com,68 Chestnut Dr. ,Niagara Falls,NY,14304,16,2,599.99,0.05,Electra Townie Original 7D EQ - 2016,1,3,2016,Cruisers Bicycles,Electra,Marcelene,Boyer,5
14,2016-01-09,258,3,4,2016-01-11,258,Maribel,William,NULL,maribel.william@aol.com,65 Magnolia Ave. ,Torrance,CA,90505,6,1,469.99,0.07,Surly Ice Cream Truck Frameset - 2016,8,6,2016,Mountain Bikes,Surly,Genna,Serrano,2
15,2016-01-09,450,7,4,2016-01-10,450,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,12,2,549.99,0.07,Electra Townie Original 21D - 2016,1,3,2016,Cruisers Bicycles,Electra,Venita,Daniel,5
15,2016-01-09,450,7,4,2016-01-10,450,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,8,1,1799.99,0.07,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Venita,Daniel,5
15,2016-01-09,450,7,4,2016-01-10,450,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,18,2,449.0,0.05,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Venita,Daniel,5
15,2016-01-09,450,7,4,2016-01-10,450,Ellsworth,Michael,NULL,ellsworth.michael@yahoo.com,9982 White St. ,Carmel,NY,10512,23,2,299.99,0.2,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Children Bicycles,Electra,Venita,Daniel,5
16,2016-01-12,552,3,4,2016-01-15,552,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,8,1,1799.99,0.2,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Genna,Serrano,2
16,2016-01-12,552,3,4,2016-01-15,552,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,21,1,269.99,0.05,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Children Bicycles,Electra,Genna,Serrano,2
16,2016-01-12,552,3,4,2016-01-15,552,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,13,2,269.99,0.07,Electra Cruiser 1 (24-Inch) - 2016,1,3,2016,Cruisers Bicycles,Electra,Genna,Serrano,2
16,2016-01-12,552,3,4,2016-01-15,552,Lea,Key,NULL,lea.key@yahoo.com,7 Ocean St. ,Banning,CA,92220,14,1,269.99,0.07,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Cruisers Bicycles,Electra,Genna,Serrano,2
17,2016-01-12,1175,3,4,2016-01-14,1175,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,8,1,1799.99,0.07,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Genna,Serrano,2
17,2016-01-12,1175,3,4,2016-01-14,1175,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,23,1,299.99,0.1,Electra Girl's Hawaii 1 (20-inch) - 2015/2016,1,1,2016,Children Bicycles,Electra,Genna,Serrano,2
17,2016-01-12,1175,3,4,2016-01-14,1175,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,5,1,1320.99,0.1,Heller Shagamaw Frame - 2016,3,6,2016,Mountain Bikes,Heller,Genna,Serrano,2
17,2016-01-12,1175,3,4,2016-01-14,1175,Sindy,Anderson,NULL,sindy.anderson@gmail.com,543 Halifax Ave. ,Pomona,CA,91768,20,2,599.99,0.2,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Cruisers Bicycles,Electra,Genna,Serrano,2
18,2016-01-14,541,3,4,2016-01-17,541,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,2,2,749.99,0.2,Ritchey Timberwolf Frameset - 2016,5,6,2016,Mountain Bikes,Ritchey,Genna,Serrano,2
18,2016-01-14,541,3,4,2016-01-17,541,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,22,1,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Children Bicycles,Electra,Genna,Serrano,2
18,2016-01-14,541,3,4,2016-01-17,541,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,7,1,3999.99,0.1,Trek Slash 8 27.5 - 2016,9,6,2016,Mountain Bikes,Trek,Genna,Serrano,2
18,2016-01-14,541,3,4,2016-01-17,541,Lanita,Burton,NULL,lanita.burton@msn.com,8980 Aspen Avenue ,Coachella,CA,92236,9,2,2999.99,0.1,Trek Conduit+ - 2016,9,5,2016,Electric Bikes,Trek,Genna,Serrano,2
19,2016-01-14,696,2,4,2016-01-17,696,Norine,Huffman,NULL,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,10,1,1549.0,0.07,Surly Straggler - 2016,8,4,2016,Cyclocross Bicycles,Surly,Mireya,Copeland,1
19,2016-01-14,696,2,4,2016-01-17,696,Norine,Huffman,NULL,norine.huffman@aol.com,363 Dunbar Drive ,Encino,CA,91316,9,2,2999.99,0.2,Trek Conduit+ - 2016,9,5,2016,Electric Bikes,Trek,Mireya,Copeland,1
21,2016-01-15,1250,6,4,2016-01-16,1250,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,14,1,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Cruisers Bicycles,Electra,Marcelene,Boyer,5
21,2016-01-15,1250,6,4,2016-01-16,1250,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,17,1,429.0,0.1,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Marcelene,Boyer,5
21,2016-01-15,1250,6,4,2016-01-16,1250,Neoma,Daugherty,NULL,neoma.daugherty@gmail.com,80 Spring Street ,Mount Vernon,NY,10550,10,1,1549.0,0.07,Surly Straggler - 2016,8,4,2016,Cyclocross Bicycles,Surly,Marcelene,Boyer,5
22,2016-01-16,1035,2,4,2016-01-18,1035,Tangela,Hurley,NULL,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,15,2,529.99,0.2,Electra Moto 1 - 2016,1,3,2016,Cruisers Bicycles,Electra,Mireya,Copeland,1
22,2016-01-16,1035,2,4,2016-01-18,1035,Tangela,Hurley,NULL,tangela.hurley@msn.com,49 North Cross St. ,Campbell,CA,95008,22,1,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Children Bicycles,Electra,Mireya,Copeland,1
24,2016-01-18,636,7,4,2016-01-20,636,Ashton,Lott,NULL,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,3,2,999.99,0.1,Surly Wednesday Frameset - 2016,8,6,2016,Mountain Bikes,Surly,Venita,Daniel,5
24,2016-01-18,636,7,4,2016-01-20,636,Ashton,Lott,NULL,ashton.lott@hotmail.com,609 Windfall Lane ,Floral Park,NY,11001,18,2,449.0,0.07,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Venita,Daniel,5
26,2016-01-18,1280,7,4,2016-01-21,1280,Jackeline,Colon,NULL,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,7,1,3999.99,0.05,Trek Slash 8 27.5 - 2016,9,6,2016,Mountain Bikes,Trek,Venita,Daniel,5
26,2016-01-18,1280,7,4,2016-01-21,1280,Jackeline,Colon,NULL,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,2,1,749.99,0.2,Ritchey Timberwolf Frameset - 2016,5,6,2016,Mountain Bikes,Ritchey,Venita,Daniel,5
26,2016-01-18,1280,7,4,2016-01-21,1280,Jackeline,Colon,NULL,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,12,1,549.99,0.2,Electra Townie Original 21D - 2016,1,3,2016,Cruisers Bicycles,Electra,Venita,Daniel,5
26,2016-01-18,1280,7,4,2016-01-21,1280,Jackeline,Colon,NULL,jackeline.colon@msn.com,9916 Cedarwood Drive ,Wappingers Falls,NY,12590,21,2,269.99,0.07,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Children Bicycles,Electra,Venita,Daniel,5
27,2016-01-19,57,7,4,2016-01-21,57,Pamala,Henry,NULL,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,5,1,1320.99,0.2,Heller Shagamaw Frame - 2016,3,6,2016,Mountain Bikes,Heller,Venita,Daniel,5
27,2016-01-19,57,7,4,2016-01-21,57,Pamala,Henry,NULL,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,19,1,449.0,0.2,Pure Cycles William 3-Speed - 2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Venita,Daniel,5
27,2016-01-19,57,7,4,2016-01-21,57,Pamala,Henry,NULL,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,26,2,599.99,0.07,Electra Townie Original 7D EQ - 2016,1,2,2016,Comfort Bicycles,Electra,Venita,Daniel,5
27,2016-01-19,57,7,4,2016-01-21,57,Pamala,Henry,NULL,pamala.henry@aol.com,197 Bridgeton Ave. ,Bronx,NY,10451,8,1,1799.99,0.07,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Venita,Daniel,5
29,2016-01-20,437,6,4,2016-01-22,437,Laureen,Barry,NULL,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,24,2,549.99,0.05,Electra Townie Original 21D - 2016,1,2,2016,Comfort Bicycles,Electra,Marcelene,Boyer,5
29,2016-01-20,437,6,4,2016-01-22,437,Laureen,Barry,NULL,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,6,1,469.99,0.2,Surly Ice Cream Truck Frameset - 2016,8,6,2016,Mountain Bikes,Surly,Marcelene,Boyer,5
29,2016-01-20,437,6,4,2016-01-22,437,Laureen,Barry,NULL,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,21,2,269.99,0.1,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Children Bicycles,Electra,Marcelene,Boyer,5
29,2016-01-20,437,6,4,2016-01-22,437,Laureen,Barry,NULL,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,8,1,1799.99,0.2,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Marcelene,Boyer,5
29,2016-01-20,437,6,4,2016-01-22,437,Laureen,Barry,NULL,laureen.barry@yahoo.com,909 Ridge St. ,Orchard Park,NY,14127,14,2,269.99,0.05,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,3,2016,Cruisers Bicycles,Electra,Marcelene,Boyer,5
30,2016-01-20,1348,6,4,2016-01-21,1348,Yvone,Guerrero,NULL,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,26,1,599.99,0.05,Electra Townie Original 7D EQ - 2016,1,2,2016,Comfort Bicycles,Electra,Marcelene,Boyer,5
30,2016-01-20,1348,6,4,2016-01-21,1348,Yvone,Guerrero,NULL,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,17,1,429.0,0.07,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Marcelene,Boyer,5
30,2016-01-20,1348,6,4,2016-01-21,1348,Yvone,Guerrero,NULL,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,19,1,449.0,0.1,Pure Cycles William 3-Speed - 2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Marcelene,Boyer,5
30,2016-01-20,1348,6,4,2016-01-21,1348,Yvone,Guerrero,NULL,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,4,1,2899.99,0.1,Trek Fuel EX 8 29 - 2016,9,6,2016,Mountain Bikes,Trek,Marcelene,Boyer,5
30,2016-01-20,1348,6,4,2016-01-21,1348,Yvone,Guerrero,NULL,yvone.guerrero@aol.com,8548 Jackson Ave. ,Merrick,NY,11566,7,2,3999.99,0.1,Trek Slash 8 27.5 - 2016,9,6,2016,Mountain Bikes,Trek,Marcelene,Boyer,5
31,2016-01-20,1238,8,4,2016-01-22,1238,Edgar,Quinn,NULL,edgar.quinn@aol.com,556 Dogwood Ave. ,Harlingen,TX,78552,11,2,1680.99,0.05,Surly Straggler 650b - 2016,8,4,2016,Cyclocross Bicycles,Surly,Kali,Vargas,1
31,2016-01-20,1238,8,4,2016-01-22,1238,Edgar,Quinn,NULL,edgar.quinn@aol.com,556 Dogwood Ave. ,Harlingen,TX,78552,9,2,2999.99,0.2,Trek Conduit+ - 2016,9,5,2016,Electric Bikes,Trek,Kali,Vargas,1
32,2016-01-21,1259,3,4,2016-01-24,1259,Kimbery,Nieves,NULL,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070,8,2,1799.99,0.07,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Genna,Serrano,2
32,2016-01-21,1259,3,4,2016-01-24,1259,Kimbery,Nieves,NULL,kimbery.nieves@msn.com,768 Roehampton St. ,San Carlos,CA,94070,12,2,549.99,0.07,Electra Townie Original 21D - 2016,1,3,2016,Cruisers Bicycles,Electra,Genna,Serrano,2
34,2016-01-22,80,6,4,2016-01-25,80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,8,2,1799.99,0.07,Trek Remedy 29 Carbon Frameset - 2016,9,6,2016,Mountain Bikes,Trek,Marcelene,Boyer,5
34,2016-01-22,80,6,4,2016-01-25,80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,10,2,1549.0,0.1,Surly Straggler - 2016,8,4,2016,Cyclocross Bicycles,Surly,Marcelene,Boyer,5
34,2016-01-22,80,6,4,2016-01-25,80,Sarai,Mckee,(716) 912-8110,sarai.mckee@msn.com,641 Glenwood Avenue ,Buffalo,NY,14215,17,2,429.0,0.2,Pure Cycles Vine 8-Speed - 2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Marcelene,Boyer,5
35,2016-01-22,813,7,4,2016-01-25,813,Neville,Mcclain,NULL,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,18,1,449.0,0.05,Pure Cycles Western 3-Speed - Women's - 2015/2016,4,3,2016,Cruisers Bicycles,Pure Cycles,Venita,Daniel,5
35,2016-01-22,813,7,4,2016-01-25,813,Neville,Mcclain,NULL,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,20,2,599.99,0.05,Electra Townie Original 7D EQ - Women's - 2016,1,3,2016,Cruisers Bicycles,Electra,Venita,Daniel,5
35,2016-01-22,813,7,4,2016-01-25,813,Neville,Mcclain,NULL,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,5,1,1320.99,0.2,Heller Shagamaw Frame - 2016,3,6,2016,Mountain Bikes,Heller,Venita,Daniel,5
35,2016-01-22,813,7,4,2016-01-25,813,Neville,Mcclain,NULL,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,21,2,269.99,0.07,Electra Cruiser 1 (24-Inch) - 2016,1,1,2016,Children Bicycles,Electra,Venita,Daniel,5
35,2016-01-22,813,7,4,2016-01-25,813,Neville,Mcclain,NULL,neville.mcclain@yahoo.com,781 Buttonwood Ave. ,West Hempstead,NY,11552,22,1,269.99,0.07,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Children Bicycles,Electra,Venita,Daniel,5
36,2016-01-23,1321,6,4,2016-01-24,1321,Shantel,Gregory,NULL,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795,9,1,2999.99,0.07,Trek Conduit+ - 2016,9,5,2016,Electric Bikes,Trek,Marcelene,Boyer,5
36,2016-01-23,1321,6,4,2016-01-24,1321,Shantel,Gregory,NULL,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795,5,1,1320.99,0.05,Heller Shagamaw Frame - 2016,3,6,2016,Mountain Bikes,Heller,Marcelene,Boyer,5
36,2016-01-23,1321,6,4,2016-01-24,1321,Shantel,Gregory,NULL,shantel.gregory@yahoo.com,7722 Second Lane ,West Islip,NY,11795,3,2,999.99,0.2,Surly Wednesday Frameset - 2016,8,6,2016,Mountain Bikes,Surly,Marcelene,Boyer,5
37,2016-01-25,164,6,4,2016-01-28,164,Tomika,Larson,NULL,tomika.larson@yahoo.com,254 Canal St. ,Woodside,NY,11377,16,2,599.99,0.05,Electra Townie Original 7D EQ - 2016,1,3,2016,Cruisers Bicycles,Electra,Marcelene,Boyer,5
39,2016-01-25,1296,7,4,2016-01-26,1296,Travis,Whitley,NULL,travis.whitley@aol.com,60 Euclid Ave. ,Saint Albans,NY,11412,22,2,269.99,0.2,Electra Girl's Hawaii 1 (16-inch) - 2015/2016,1,1,2016,Children Bicycles,Electra,Venita,Daniel,5
